token_idx,sentiment_label
"[1, 28, 29, 30, 31, 1, 32, 31, 1, 33, 34, 3, 35, 36, 13, 17, 37, 31, 38, 39, 40, 41, 42, 43, 44, 45, 9, 46, 47, 31, 9599, 48, 9, 9599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[531, 26, 40, 53, 532, 9599, 226, 324, 31, 533, 9, 534, 374, 1, 535, 12, 1, 536, 533, 3, 68, 537, 361, 12, 538, 539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[560, 1, 561, 562, 114, 415, 1, 563, 564, 31, 1, 222, 114, 134, 9599, 31, 565, 12, 298, 3, 566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[17, 116, 105, 9599, 656, 21, 657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[61, 59, 61, 734, 61, 980, 61, 981, 61, 262, 61, 982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[992, 55, 134, 16, 74, 993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[528, 134, 841, 3, 59, 12, 1001, 5, 81, 619, 1002, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[53, 1221, 2017, 250, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[9599, 3, 1374, 553, 68, 2261, 2262, 2263, 5, 2264, 9, 9599, 12, 9599, 981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1, 204, 370, 2363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[74, 9, 551, 625, 1413, 50, 333, 35, 2400, 26, 110, 35, 167, 2401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[298, 2275, 2956, 110, 2957, 12, 2676, 12, 644, 17, 61, 805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[167, 31, 74, 177, 235, 1, 3109, 9599, 686, 226, 146, 1535, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[17, 3478, 425, 70, 117, 146, 3264, 68, 1814, 31, 1, 3479, 13, 9599, 1, 2649, 9599, 31, 1, 3480, 9, 1, 79, 9, 397, 104, 17, 141, 807, 74, 87, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[50, 1589, 74, 26, 40, 74, 9, 78, 31, 1, 173, 708, 220, 467, 308, 3172, 879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[17, 4203, 859, 13, 3638, 146, 3032, 31, 1142, 54, 17, 4204, 54, 17, 4205, 12, 5, 127, 82, 1342, 1, 4206, 4207, 2382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1, 9599, 9599, 31, 4263, 12, 146, 4264, 4265, 12, 9599, 31, 4266, 805, 12, 1043, 315, 16, 74, 17, 82, 519, 5, 680, 110, 305, 12, 2195, 5, 4267, 1326, 65, 624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[229, 89, 90, 4644, 2284, 374, 813, 9599, 1558, 134, 330, 40, 1170, 55, 1, 4645, 4646, 31, 4647, 265, 74, 3, 347, 290, 13, 19, 1, 9599, 133, 9599, 189, 2382, 453, 124, 229, 68, 4648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[74, 2876, 5, 1, 3264, 31, 141, 74, 2874, 354, 5, 832, 652, 4801, 5, 6, 17, 1424, 114, 17, 953, 31, 780, 5, 6, 17, 1194, 619, 114, 250, 110, 17, 1424, 12, 5, 402, 1, 934, 2120, 4802, 13, 3, 692, 4803, 74, 919, 53, 0, 0, 0]",1
"[17, 1374, 4924, 70, 114, 3112, 1, 355, 114, 368, 811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[308, 4926, 426, 235, 134, 10, 2564, 31, 4927, 560, 65, 308, 3189, 308, 315, 110, 9599, 653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[229, 4928, 31, 1856, 133, 1312, 3205, 3, 35, 2554, 110, 1285, 9599, 74, 9, 55, 4673, 12, 15, 5, 4198, 3827, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1139, 9, 3097, 12, 173, 477, 70, 114, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[74, 9, 17, 3931, 3976, 55, 89, 9599, 9599, 103, 114, 1, 765, 344, 31, 4940, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[134, 3201, 1065, 3, 65, 1505, 65, 74, 3, 3968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
